"Record Length",2500,"Points",-0.00267999999,           0
"Sample Interval",3.99999999e-006,s,-0.00267599999,           0
"Trigger Point",670,"Samples",-0.00267199999,      -0.006
"Trigger Time",3.13154243e-006,s,-0.00266799999,      -0.004
"",,,-0.00266399999,       0.002
"Horizontal Offset",-0.00267999999,s,-0.00265999999,       0.004
,,,-0.00265599999,       0.002
,,,-0.00265199999,       0.004
,,,-0.00264799999,       0.008
,,,-0.00264399999,      -0.002
,,,-0.00263999999,       0.004
,,,-0.00263599999,           0
,,,-0.00263199999,       0.004
,,,-0.00262799999,       0.006
,,,-0.00262399999,      -0.002
,,,-0.00261999999,           0
,,,-0.00261599999,       0.002
,,,-0.00261199999,       0.006
,,,-0.00260799999,           0
,,,-0.00260399999,       0.002
,,,-0.00259999999,       0.002
,,,-0.00259599999,      -0.002
,,,-0.00259199999,       0.006
,,,-0.00258799999,           0
,,,-0.00258399999,       0.002
,,,-0.00257999999,      -0.006
,,,-0.00257599999,       0.004
,,,-0.00257199999,       0.006
,,,-0.00256799999,       0.002
,,,-0.00256399999,       0.008
,,,-0.00255999999,           0
,,,-0.00255599999,           0
,,,-0.00255199999,       0.008
,,,-0.00254799999,           0
,,,-0.00254399999,       0.004
,,,-0.00253999999,       0.006
,,,-0.00253599999,      -0.002
,,,-0.00253199999,       0.002
,,,-0.00252799999,       0.004
,,,-0.00252399999,       0.004
,,,-0.00251999999,       0.006
,,,-0.00251599999,       0.006
,,,-0.00251199999,        0.01
,,,-0.00250799999,       0.002
,,,-0.00250399999,       0.006
,,,-0.00249999999,       0.006
,,,-0.00249599999,       0.004
,,,-0.00249199999,       0.002
,,,-0.00248799999,       0.002
,,,-0.00248399999,           0
,,,-0.00247999999,       0.006
,,,-0.00247599999,       0.004
,,,-0.00247199999,       0.002
,,,-0.00246799999,           0
,,,-0.00246399999,       0.002
,,,-0.00245999999,       0.006
,,,-0.00245599999,       0.002
,,,-0.00245199999,       0.008
,,,-0.00244799999,       0.002
,,,-0.00244399999,           0
,,,-0.00243999999,       0.004
,,,-0.00243599999,       0.002
,,,-0.00243199999,       0.002
,,,-0.00242799999,       0.002
,,,-0.00242399999,       0.002
,,,-0.00241999999,       0.006
,,,-0.00241599999,      -0.004
,,,-0.00241199999,       0.002
,,,-0.00240799999,       0.002
,,,-0.00240399999,       0.002
,,,-0.00239999999,           0
,,,-0.00239599999,           0
,,,-0.00239199999,       0.002
,,,-0.00238799999,       0.006
,,,-0.00238399999,       0.006
,,,-0.00237999999,       0.002
,,,-0.00237599999,      -0.002
,,,-0.00237199999,       0.002
,,,-0.00236799999,           0
,,,-0.00236399999,       0.006
,,,-0.00235999999,       0.008
,,,-0.00235599999,       0.004
,,,-0.00235199999,       0.002
,,,-0.00234799999,       0.008
,,,-0.00234399999,       0.004
,,,-0.00233999999,      -0.002
,,,-0.00233599999,       0.004
,,,-0.00233199999,       0.002
,,,-0.00232799999,      -0.002
,,,-0.00232399999,           0
,,,-0.00231999999,       0.004
,,,-0.00231599999,           0
,,,-0.00231199999,       0.002
,,,-0.00230799999,           0
,,,-0.00230399999,       0.006
,,,-0.00229999999,           0
,,,-0.00229599999,       0.004
,,,-0.00229199999,           0
,,,-0.00228799999,       0.008
,,,-0.00228399999,       0.006
,,,-0.00227999999,       0.004
,,,-0.00227599999,       0.006
,,,-0.00227199999,       0.002
,,,-0.00226799999,       0.004
,,,-0.00226399999,           0
,,,-0.00225999999,       0.006
,,,-0.00225599999,       0.006
,,,-0.00225199999,       0.002
,,,-0.00224799999,       0.008
,,,-0.00224399999,       0.004
,,,-0.00223999999,       0.006
,,,-0.00223599999,       0.004
,,,-0.00223199999,       0.006
,,,-0.00222799999,       0.006
,,,-0.00222399999,       0.006
,,,-0.00221999999,       0.004
,,,-0.00221599999,       0.002
,,,-0.00221199999,       0.006
,,,-0.00220799999,       0.006
,,,-0.00220399999,       0.004
,,,-0.00219999999,       0.006
,,,-0.00219599999,       0.008
,,,-0.00219199999,       0.002
,,,-0.00218799999,           0
,,,-0.00218399999,       0.008
,,,-0.00217999999,       0.006
,,,-0.00217599999,       0.006
,,,-0.00217199999,       0.002
,,,-0.00216799999,       0.008
,,,-0.00216399999,       0.006
,,,-0.00215999999,       0.004
,,,-0.00215599999,       0.006
,,,-0.00215199999,       0.006
,,,-0.00214799999,           0
,,,-0.00214399999,       0.008
,,,-0.00213999999,       0.002
,,,-0.00213599999,       0.002
,,,-0.00213199999,       0.006
,,,-0.00212799999,       0.004
,,,-0.00212399999,       0.004
,,,-0.00211999999,      -0.002
,,,-0.00211599999,       0.006
,,,-0.00211199999,        0.01
,,,-0.00210799999,        0.01
,,,-0.00210399999,       0.004
,,,-0.00209999999,       0.002
,,,-0.00209599999,        0.01
